GENDER,AGE_GRP,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_COMPANIONS_NUM,VISIT_AREA_NM,MVMN_NM,DGSTFN
남,20.0,4.0,2.0,2.0,6.0,2.0,4.0,4.0,7.0,9.0,1.0,고향숯불막창 제주지사,대중교통 등,5.0
여,30.0,4.0,1.0,1.0,3.0,2.0,2.0,3.0,6.0,1.0,0.0,CU 스탠포드호텔통영점,대중교통 등,3.0
남,30.0,2.0,3.0,2.0,6.0,6.0,3.0,3.0,5.0,6.0,2.0,건축학개론펜션,대중교통 등,5.0
남,20.0,4.0,1.0,2.0,3.0,2.0,5.0,2.0,6.0,5.0,1.0,물뜰에쉼팡리조트,대중교통 등,5.0
여,20.0,1.0,1.0,1.0,4.0,6.0,4.0,1.0,7.0,2.0,0.0,성산K마트,대중교통 등,5.0
여,30.0,3.0,4.0,3.0,2.0,4.0,3.0,5.0,2.0,3.0,14.0,제부도선착장,자가용,4.0
남,40.0,2.0,2.0,1.0,3.0,6.0,5.0,2.0,3.0,1.0,9.0,중문예지원,자가용,5.0
남,40.0,3.0,2.0,2.0,4.0,5.0,2.0,5.0,6.0,7.0,0.0,월정리해수욕장,자가용,5.0
여,30.0,4.0,4.0,7.0,4.0,4.0,3.0,4.0,4.0,2.0,1.0,완도연안여객선터미널,대중교통 등,4.0
여,20.0,5.0,3.0,1.0,4.0,6.0,6.0,2.0,6.0,2.0,0.0,이호테우해수욕장,대중교통 등,5.0
여,20.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,7.0,3.0,1.0,함덕해수욕장,대중교통 등,5.0
여,30.0,4.0,1.0,2.0,4.0,4.0,5.0,6.0,6.0,4.0,0.0,가파도,대중교통 등,4.0
여,30.0,5.0,1.0,2.0,1.0,6.0,3.0,6.0,4.0,2.0,0.0,오쿠다 공항점,대중교통 등,4.0
남,20.0,2.0,2.0,2.0,3.0,6.0,2.0,2.0,6.0,1.0,0.0,제주동문시장,대중교통 등,5.0
여,20.0,2.0,1.0,3.0,4.0,4.0,5.0,6.0,7.0,2.0,0.0,백록담,대중교통 등,5.0
남,30.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,5.0,2.0,0.0,제주도립김창열미술관,대중교통 등,4.0
여,20.0,6.0,2.0,1.0,1.0,7.0,1.0,1.0,7.0,1.0,1.0,키친요디,대중교통 등,4.0
여,30.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,4.0,9.0,1.0,호텔스카브로,대중교통 등,5.0
여,20.0,3.0,4.0,2.0,3.0,4.0,5.0,3.0,5.0,1.0,1.0,정방폭포,자가용,5.0
남,20.0,4.0,2.0,2.0,3.0,5.0,4.0,5.0,5.0,1.0,1.0,우굼,자가용,5.0
여,20.0,4.0,1.0,7.0,4.0,7.0,1.0,6.0,7.0,4.0,1.0,신화관 제주신화월드호텔앤리조트,대중교통 등,5.0
남,20.0,6.0,7.0,2.0,1.0,2.0,4.0,7.0,1.0,2.0,0.0,성산스테이션,대중교통 등,4.0
여,20.0,2.0,2.0,2.0,3.0,2.0,6.0,6.0,4.0,2.0,1.0,SK렌터카 제주지점,대중교통 등,4.0
여,30.0,1.0,7.0,4.0,2.0,6.0,4.0,2.0,2.0,2.0,3.0,스누피가든,대중교통 등,4.0
남,40.0,5.0,5.0,4.0,5.0,1.0,5.0,7.0,1.0,3.0,1.0,대한상공회교회,자가용,4.0
여,20.0,2.0,1.0,2.0,6.0,4.0,2.0,6.0,5.0,1.0,0.0,가자제주렌트카,대중교통 등,3.0
여,20.0,7.0,2.0,2.0,1.0,3.0,6.0,1.0,6.0,2.0,1.0,manon,대중교통 등,4.0
남,30.0,2.0,5.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0,강화부근리고인돌,대중교통 등,4.0
여,20.0,4.0,4.0,2.0,3.0,7.0,4.0,6.0,4.0,1.0,0.0,파리바게뜨 제주공항렌터카하우스점,대중교통 등,4.0
여,30.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,7.0,2.0,1.0,이호테우등대,대중교통 등,4.0
여,50.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,새마을금고중앙회 새마을금고제주연수원,대중교통 등,5.0
여,30.0,4.0,1.0,1.0,1.0,6.0,5.0,7.0,4.0,3.0,2.0,상상나무키즈펜션,대중교통 등,4.0
여,20.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,1.0,1.0,모알보알 제주,대중교통 등,5.0
여,30.0,4.0,2.0,1.0,2.0,4.0,3.0,4.0,1.0,4.0,1.0,김해국제공항 국내선청사,대중교통 등,4.0
여,30.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,7.0,8.0,3.0,득미당,자가용,4.0
여,20.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,7.0,2.0,0.0,서울삼겹살,자가용,4.0
여,20.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,5.0,3.0,3.0,초이당,대중교통 등,5.0
여,40.0,6.0,2.0,7.0,5.0,5.0,6.0,6.0,1.0,1.0,1.0,제주곶서귀포해물라면,자가용,4.0
남,20.0,2.0,2.0,2.0,4.0,3.0,3.0,6.0,6.0,1.0,3.0,용머리해안,대중교통 등,4.0
여,20.0,2.0,2.0,1.0,4.0,6.0,2.0,2.0,7.0,2.0,0.0,도두봉,대중교통 등,5.0
여,30.0,4.0,4.0,7.0,4.0,4.0,3.0,4.0,4.0,2.0,1.0,완도연안여객선터미널,대중교통 등,4.0
남,50.0,7.0,4.0,1.0,4.0,4.0,4.0,7.0,4.0,1.0,3.0,동검선착장,자가용,3.0
여,40.0,1.0,2.0,6.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,얼라이브카트,대중교통 등,4.0
여,30.0,2.0,1.0,1.0,1.0,4.0,3.0,2.0,5.0,2.0,4.0,평택복합휴게소,자가용,4.0
여,40.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,5.0,1.0,1.0,동현식당,자가용,4.0
남,20.0,6.0,2.0,2.0,1.0,4.0,4.0,4.0,7.0,2.0,3.0,외도339,자가용,5.0
남,30.0,2.0,2.0,4.0,5.0,3.0,4.0,5.0,4.0,2.0,1.0,늘봄흑돼지,대중교통 등,5.0
남,20.0,2.0,2.0,2.0,4.0,3.0,3.0,6.0,6.0,1.0,3.0,리치망고 애월본점,대중교통 등,4.0
여,20.0,3.0,3.0,2.0,3.0,6.0,4.0,7.0,4.0,2.0,3.0,대봉식당,대중교통 등,3.0
여,40.0,2.0,1.0,1.0,3.0,4.0,1.0,4.0,6.0,1.0,1.0,게으른소나기,자가용,4.0
남,20.0,4.0,3.0,4.0,6.0,6.0,3.0,6.0,3.0,1.0,0.0,비양도,대중교통 등,4.0
남,20.0,1.0,1.0,4.0,2.0,2.0,3.0,5.0,4.0,1.0,0.0,제주항국제여객터미널,자가용,3.0
여,20.0,6.0,4.0,5.0,2.0,6.0,4.0,5.0,5.0,2.0,3.0,제주한림농협하나로마트,대중교통 등,5.0
여,20.0,2.0,1.0,2.0,1.0,7.0,2.0,6.0,6.0,7.0,0.0,스시 유겐,대중교통 등,3.0
여,20.0,2.0,4.0,1.0,4.0,6.0,2.0,6.0,3.0,1.0,1.0,이스트포레스트,자가용,4.0
남,30.0,2.0,1.0,6.0,1.0,7.0,7.0,1.0,7.0,2.0,3.0,춘심이네 본점,대중교통 등,5.0
남,40.0,4.0,5.0,2.0,6.0,6.0,2.0,4.0,6.0,2.0,3.0,호루의한끼,자가용,5.0
남,30.0,2.0,1.0,2.0,3.0,3.0,4.0,2.0,6.0,2.0,3.0,제주동문시장,대중교통 등,5.0
남,30.0,2.0,1.0,1.0,6.0,4.0,2.0,1.0,7.0,3.0,1.0,올레길 1-1코스(우도-올레),대중교통 등,5.0
여,40.0,1.0,6.0,1.0,6.0,6.0,2.0,6.0,6.0,4.0,0.0,카페울라,대중교통 등,5.0
여,30.0,4.0,4.0,4.0,4.0,6.0,4.0,2.0,7.0,9.0,2.0,성산포수협 활어위판센터,대중교통 등,5.0
여,20.0,4.0,1.0,1.0,4.0,1.0,2.0,7.0,1.0,4.0,0.0,한일김밥 죽림본점,대중교통 등,4.0
남,20.0,2.0,2.0,3.0,6.0,1.0,4.0,7.0,5.0,1.0,1.0,코리아나치킨 본점,대중교통 등,5.0
여,20.0,2.0,1.0,1.0,6.0,7.0,6.0,6.0,5.0,4.0,0.0,김포국제공항 국내선,대중교통 등,4.0
여,20.0,3.0,1.0,3.0,4.0,3.0,2.0,5.0,6.0,1.0,0.0,아부오름,대중교통 등,5.0
남,40.0,4.0,5.0,2.0,2.0,5.0,4.0,2.0,4.0,3.0,4.0,죽암휴게소 부산방향,대중교통 등,3.0
여,30.0,4.0,4.0,4.0,4.0,2.0,6.0,4.0,6.0,1.0,1.0,대구국제공항,대중교통 등,3.0
남,30.0,1.0,1.0,1.0,4.0,4.0,1.0,7.0,7.0,1.0,0.0,광치기해변 주차장,자가용,4.0
여,20.0,2.0,2.0,1.0,3.0,6.0,6.0,1.0,6.0,3.0,1.0,델문도,대중교통 등,3.0
여,20.0,2.0,1.0,2.0,2.0,1.0,5.0,1.0,5.0,7.0,0.0,제주국제공항,대중교통 등,3.0
남,50.0,1.0,1.0,1.0,4.0,7.0,4.0,6.0,6.0,3.0,1.0,돌염전,대중교통 등,5.0
남,30.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,7.0,2.0,0.0,플레이스캠프제주,대중교통 등,4.0
남,30.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,6.0,3.0,1.0,소무의도,자가용,5.0
여,40.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,2.0,3.0,딜레탕트,자가용,5.0
남,40.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,3.0,1.0,신신호텔 제주공항점,대중교통 등,5.0
남,20.0,6.0,2.0,2.0,1.0,4.0,4.0,4.0,7.0,2.0,3.0,서귀포매일올레시장,자가용,2.0
여,30.0,2.0,1.0,2.0,4.0,1.0,3.0,5.0,5.0,1.0,1.0,광치기해변,대중교통 등,4.0
여,20.0,2.0,2.0,2.0,3.0,6.0,3.0,2.0,6.0,3.0,1.0,스타벅스 제주성산dt점,자가용,4.0
여,30.0,2.0,4.0,1.0,2.0,4.0,2.0,7.0,6.0,7.0,1.0,연돈,대중교통 등,4.0
남,30.0,4.0,1.0,5.0,2.0,2.0,6.0,6.0,4.0,2.0,0.0,삼무국수,대중교통 등,1.0
여,20.0,2.0,2.0,2.0,6.0,5.0,2.0,6.0,5.0,2.0,2.0,세모,자가용,5.0
남,20.0,2.0,1.0,2.0,1.0,2.0,2.0,7.0,4.0,1.0,2.0,용두암해변,자가용,4.0
여,30.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,1.0,천아계곡,자가용,4.0
여,20.0,2.0,3.0,2.0,5.0,5.0,3.0,2.0,6.0,7.0,0.0,대구국제공항,대중교통 등,4.0
여,40.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,1.0,0.0,큰엉,대중교통 등,5.0
여,20.0,1.0,1.0,2.0,4.0,5.0,6.0,2.0,5.0,2.0,0.0,협재해수욕장,대중교통 등,5.0
여,30.0,1.0,4.0,5.0,2.0,6.0,6.0,1.0,7.0,1.0,6.0,서귀포잠수함,대중교통 등,3.0
남,60.0,2.0,2.0,3.0,1.0,2.0,4.0,6.0,3.0,9.0,4.0,기린빌라리조트,자가용,4.0
남,30.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,2.0,0.0,모살물,대중교통 등,5.0
여,30.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,제주국제공항,자가용,5.0
여,20.0,3.0,2.0,3.0,1.0,6.0,4.0,5.0,7.0,9.0,3.0,서귀포치유의숲,자가용,5.0
여,20.0,2.0,2.0,4.0,4.0,3.0,5.0,4.0,5.0,1.0,1.0,호텔스테이현,대중교통 등,4.0
여,20.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,아티스트,자가용,5.0
여,20.0,4.0,2.0,4.0,4.0,2.0,3.0,5.0,5.0,9.0,6.0,리치망고 하도점,대중교통 등,5.0
여,30.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,7.0,1.0,1.0,룸엣155,대중교통 등,4.0
남,20.0,5.0,2.0,2.0,6.0,6.0,5.0,6.0,2.0,3.0,1.0,대수산봉 주차장,대중교통 등,5.0
여,30.0,1.0,1.0,2.0,4.0,5.0,4.0,2.0,6.0,1.0,0.0,숙성도 함덕점,자가용,4.0
여,20.0,1.0,4.0,4.0,3.0,1.0,3.0,7.0,1.0,1.0,1.0,리치망고 우도검멀레점,대중교통 등,5.0
여,30.0,1.0,1.0,1.0,7.0,4.0,4.0,4.0,4.0,2.0,3.0,제주돌문화공원,자가용,5.0
남,20.0,5.0,5.0,1.0,5.0,5.0,2.0,4.0,7.0,1.0,3.0,웅천친수공원야영장,대중교통 등,5.0
남,20.0,4.0,3.0,2.0,4.0,4.0,4.0,5.0,3.0,4.0,0.0,호텔 케니 서귀포,대중교통 등,4.0
남,20.0,2.0,3.0,2.0,4.0,1.0,1.0,6.0,6.0,1.0,0.0,제주항공우주박물관,대중교통 등,4.0
여,20.0,1.0,4.0,2.0,3.0,4.0,4.0,7.0,6.0,2.0,2.0,선물가게바나나,자가용,4.0
남,20.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,5.0,3.0,1.0,금오름,자가용,5.0
여,40.0,2.0,2.0,1.0,3.0,5.0,2.0,2.0,4.0,2.0,1.0,한림해장국,대중교통 등,4.0
여,30.0,2.0,2.0,6.0,6.0,4.0,4.0,6.0,5.0,2.0,0.0,신화관 제주신화월드 스카이풀,대중교통 등,5.0
여,20.0,4.0,4.0,3.0,2.0,2.0,6.0,6.0,6.0,2.0,0.0,소심한책방,대중교통 등,5.0
여,40.0,4.0,6.0,2.0,6.0,7.0,4.0,2.0,3.0,3.0,3.0,왕산마리나,자가용,5.0
여,20.0,3.0,1.0,1.0,5.0,6.0,5.0,6.0,5.0,3.0,1.0,숙성도 노형점,대중교통 등,5.0
여,30.0,4.0,4.0,5.0,5.0,4.0,4.0,7.0,6.0,9.0,1.0,더호텔,대중교통 등,5.0
남,40.0,1.0,1.0,7.0,4.0,4.0,1.0,1.0,4.0,3.0,4.0,한림리조트,대중교통 등,5.0
남,30.0,1.0,1.0,1.0,7.0,7.0,1.0,7.0,1.0,7.0,1.0,중문주유소,자가용,3.0
여,40.0,4.0,4.0,1.0,4.0,5.0,4.0,3.0,4.0,3.0,1.0,제주국제공항,자가용,4.0
여,30.0,2.0,1.0,2.0,4.0,6.0,3.0,2.0,5.0,1.0,0.0,수선화식당,대중교통 등,4.0
남,40.0,7.0,4.0,7.0,1.0,7.0,7.0,7.0,7.0,2.0,3.0,서귀포유람선,대중교통 등,5.0
남,30.0,2.0,1.0,2.0,4.0,4.0,2.0,4.0,5.0,2.0,4.0,외도339,대중교통 등,5.0
여,20.0,2.0,5.0,4.0,5.0,4.0,3.0,5.0,6.0,3.0,1.0,하갈비,대중교통 등,3.0
여,30.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,2.0,0.0,서머셋 제주신화월드,대중교통 등,4.0
여,20.0,1.0,7.0,4.0,1.0,1.0,6.0,6.0,4.0,7.0,1.0,소품샵,자가용,4.0
남,20.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,7.0,8.0,0.0,제주국제공항,자가용,5.0
남,20.0,2.0,1.0,2.0,5.0,5.0,3.0,5.0,5.0,1.0,1.0,이호테우해수욕장,대중교통 등,4.0
여,20.0,2.0,1.0,1.0,6.0,7.0,7.0,1.0,7.0,1.0,1.0,새별오름,자가용,4.0
남,30.0,1.0,1.0,3.0,4.0,6.0,5.0,3.0,6.0,5.0,3.0,켄싱턴리조트 제주중문,대중교통 등,5.0
여,20.0,7.0,2.0,1.0,2.0,5.0,6.0,7.0,6.0,3.0,5.0,어영소공원 화장실,대중교통 등,5.0
남,20.0,6.0,2.0,1.0,6.0,5.0,6.0,2.0,7.0,5.0,0.0,어반아일랜드호텔,대중교통 등,3.0
여,30.0,2.0,7.0,2.0,1.0,4.0,4.0,5.0,7.0,1.0,1.0,새별오름,자가용,4.0
여,20.0,4.0,1.0,2.0,4.0,2.0,2.0,7.0,7.0,9.0,4.0,협재해수욕장,대중교통 등,5.0
여,30.0,2.0,2.0,1.0,3.0,4.0,4.0,4.0,6.0,5.0,4.0,함덕해수욕장,대중교통 등,5.0
여,30.0,1.0,5.0,2.0,2.0,2.0,3.0,3.0,7.0,8.0,1.0,하효동426,자가용,4.0
여,20.0,2.0,1.0,4.0,5.0,4.0,2.0,2.0,4.0,1.0,1.0,소섬바라기,자가용,5.0
여,20.0,6.0,2.0,2.0,5.0,6.0,5.0,2.0,6.0,7.0,1.0,금능반지하,자가용,3.0
여,20.0,1.0,1.0,1.0,1.0,7.0,1.0,7.0,6.0,4.0,0.0,코코티에,대중교통 등,4.0
남,20.0,1.0,1.0,5.0,5.0,3.0,2.0,1.0,6.0,1.0,1.0,언니네시골집,대중교통 등,5.0
여,20.0,2.0,5.0,4.0,5.0,4.0,3.0,5.0,6.0,3.0,1.0,누구나홀딱반한닭 제주남원점,대중교통 등,4.0
남,30.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,0.0,고씨네천지국수,자가용,5.0
여,20.0,7.0,4.0,1.0,7.0,4.0,2.0,7.0,7.0,7.0,1.0,제스토리,자가용,5.0
여,20.0,5.0,1.0,4.0,4.0,6.0,6.0,2.0,6.0,2.0,1.0,대구국제공항,대중교통 등,5.0
남,20.0,4.0,3.0,4.0,6.0,6.0,3.0,6.0,3.0,1.0,0.0,김포국제공항 국내선,대중교통 등,3.0
여,50.0,4.0,1.0,1.0,6.0,6.0,4.0,4.0,6.0,3.0,7.0,함덕해수욕장 잔디광장,자가용,4.0
남,20.0,2.0,1.0,3.0,1.0,5.0,3.0,2.0,2.0,9.0,1.0,식산봉,자가용,5.0
여,20.0,4.0,3.0,2.0,5.0,4.0,6.0,6.0,7.0,2.0,3.0,파더스가든,자가용,5.0
여,20.0,5.0,2.0,1.0,3.0,5.0,4.0,3.0,7.0,1.0,0.0,우도도항선선착장,대중교통 등,4.0
남,20.0,2.0,2.0,2.0,6.0,4.0,2.0,6.0,5.0,2.0,0.0,용해로 해장국,대중교통 등,5.0
여,20.0,5.0,2.0,6.0,4.0,5.0,5.0,4.0,5.0,9.0,3.0,제주산방산황토펜션,자가용,4.0
여,30.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,7.0,1.0,1.0,진리항(덕적도),대중교통 등,4.0
남,30.0,5.0,2.0,1.0,5.0,3.0,2.0,1.0,3.0,1.0,1.0,머그정,대중교통 등,4.0
여,20.0,3.0,1.0,3.0,6.0,5.0,4.0,6.0,3.0,3.0,2.0,노형수퍼마켙,대중교통 등,5.0
남,30.0,6.0,2.0,2.0,2.0,4.0,2.0,5.0,5.0,9.0,3.0,소노캄 제주,자가용,3.0
여,20.0,2.0,1.0,3.0,4.0,4.0,5.0,6.0,7.0,2.0,0.0,해미안 녹차해수사우나,대중교통 등,5.0
여,30.0,4.0,2.0,2.0,5.0,1.0,5.0,2.0,1.0,2.0,0.0,제주국제공항,대중교통 등,4.0
남,20.0,2.0,3.0,1.0,5.0,5.0,2.0,2.0,2.0,3.0,1.0,오션블루호텔,자가용,4.0
여,20.0,2.0,2.0,4.0,4.0,3.0,5.0,4.0,5.0,1.0,1.0,치저스,대중교통 등,4.0
여,50.0,4.0,6.0,3.0,4.0,6.0,4.0,3.0,6.0,2.0,1.0,영종씨사이드 레일바이크,자가용,5.0
여,20.0,1.0,1.0,1.0,4.0,3.0,4.0,5.0,5.0,6.0,8.0,산굼부리,자가용,5.0
남,50.0,2.0,2.0,2.0,4.0,4.0,6.0,6.0,5.0,3.0,4.0,한라산국립공원 성판악탐방로,자가용,5.0
여,30.0,4.0,2.0,1.0,4.0,4.0,2.0,5.0,3.0,2.0,3.0,제주국제공항,자가용,4.0
여,20.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,6.0,2.0,0.0,멍우주,자가용,5.0
남,30.0,2.0,1.0,1.0,6.0,4.0,2.0,1.0,7.0,3.0,1.0,동한두기,대중교통 등,4.0
여,40.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,2.0,2.0,1.0,스타벅스 제주성산DT점,대중교통 등,4.0
남,30.0,5.0,3.0,3.0,5.0,3.0,5.0,5.0,4.0,3.0,3.0,뽀로로앤타요테마파크 제주,자가용,4.0
남,30.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,노라바,자가용,5.0
여,30.0,2.0,1.0,6.0,2.0,2.0,4.0,6.0,5.0,1.0,1.0,탑스텐빌라드애월 제주,자가용,4.0
여,20.0,2.0,1.0,3.0,2.0,5.0,3.0,1.0,7.0,2.0,1.0,백약이오름,자가용,4.0
여,30.0,4.0,1.0,2.0,6.0,6.0,5.0,2.0,7.0,7.0,2.0,노루생태관찰원,대중교통 등,2.0
여,20.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,6.0,6.0,0.0,GS25 제주애월고점,대중교통 등,4.0
여,30.0,4.0,7.0,1.0,4.0,1.0,1.0,1.0,7.0,5.0,1.0,아난드요가원,대중교통 등,5.0
여,20.0,2.0,1.0,1.0,3.0,4.0,2.0,5.0,5.0,1.0,0.0,김포국제공항 국내선,대중교통 등,3.0
여,30.0,2.0,2.0,3.0,2.0,2.0,6.0,6.0,6.0,2.0,1.0,스마일코리아 서귀포지점,대중교통 등,3.0
여,30.0,2.0,1.0,6.0,4.0,6.0,7.0,2.0,7.0,3.0,5.0,성산포항여객선터미널,대중교통 등,5.0
여,20.0,2.0,2.0,2.0,4.0,6.0,2.0,5.0,6.0,2.0,1.0,아줄레주,자가용,5.0
남,40.0,7.0,4.0,7.0,1.0,7.0,7.0,7.0,7.0,2.0,3.0,서귀피안베이커리,대중교통 등,5.0
여,30.0,3.0,6.0,3.0,3.0,6.0,6.0,2.0,6.0,9.0,4.0,협재해수욕장,자가용,5.0
여,20.0,3.0,3.0,2.0,3.0,6.0,4.0,7.0,4.0,2.0,3.0,만덕이네,대중교통 등,4.0
여,20.0,2.0,2.0,2.0,3.0,2.0,6.0,6.0,4.0,2.0,1.0,제주반딧불한담 애월점,대중교통 등,4.0
여,30.0,2.0,2.0,1.0,3.0,3.0,6.0,4.0,7.0,2.0,0.0,파르나스호텔 제주,대중교통 등,5.0
여,20.0,4.0,3.0,2.0,2.0,5.0,4.0,5.0,7.0,3.0,1.0,화정대우마이빌오피스텔,자가용,5.0
여,20.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,7.0,9.0,4.0,제주동문시장,대중교통 등,2.0
여,20.0,3.0,3.0,3.0,5.0,2.0,3.0,3.0,5.0,2.0,1.0,제주국제공항,대중교통 등,5.0
남,20.0,2.0,2.0,2.0,7.0,4.0,4.0,2.0,5.0,9.0,1.0,제주동문시장,자가용,5.0
여,20.0,2.0,2.0,2.0,3.0,3.0,5.0,5.0,6.0,1.0,1.0,금오름,대중교통 등,3.0
남,30.0,4.0,1.0,3.0,3.0,2.0,5.0,6.0,7.0,5.0,1.0,빌라드샬롯 김포공항국내선청사3층점,대중교통 등,4.0
남,30.0,6.0,2.0,2.0,4.0,4.0,6.0,3.0,5.0,1.0,1.0,교동대룡시장,자가용,4.0
여,20.0,5.0,1.0,4.0,1.0,3.0,5.0,6.0,5.0,3.0,1.0,호텔리젠트마린,대중교통 등,4.0
남,30.0,2.0,1.0,4.0,4.0,2.0,4.0,2.0,3.0,1.0,0.0,제주동문시장,자가용,5.0
남,20.0,5.0,2.0,2.0,7.0,6.0,2.0,7.0,1.0,6.0,8.0,의령전통시장,자가용,3.0
여,20.0,2.0,2.0,2.0,6.0,1.0,2.0,6.0,5.0,7.0,0.0,와랑와랑,대중교통 등,5.0
남,40.0,3.0,4.0,5.0,4.0,4.0,6.0,7.0,1.0,3.0,2.0,수목원테마파크,자가용,5.0
여,20.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,7.0,1.0,1.0,김포국제공항 국내선,대중교통 등,4.0
여,50.0,6.0,6.0,4.0,1.0,2.0,6.0,1.0,4.0,2.0,2.0,인천국제공항 제1여객터미널,대중교통 등,4.0
여,30.0,3.0,2.0,3.0,3.0,4.0,6.0,2.0,7.0,1.0,1.0,구좌농협하나로마트 중부점,자가용,4.0
남,30.0,2.0,2.0,5.0,1.0,2.0,3.0,7.0,2.0,2.0,1.0,애월카페거리,대중교통 등,4.0
여,20.0,3.0,2.0,2.0,4.0,3.0,4.0,6.0,4.0,1.0,2.0,제주국제공항,대중교통 등,5.0
여,20.0,4.0,1.0,2.0,4.0,2.0,2.0,7.0,7.0,9.0,4.0,한라산1100고지,대중교통 등,5.0
남,20.0,2.0,2.0,2.0,3.0,1.0,3.0,5.0,5.0,10.0,1.0,이호일동 꽃밭,대중교통 등,5.0
여,20.0,3.0,2.0,3.0,3.0,5.0,2.0,7.0,7.0,3.0,3.0,한담해안산책로,대중교통 등,3.0
여,30.0,7.0,1.0,1.0,2.0,4.0,5.0,6.0,3.0,2.0,2.0,행복주유소,대중교통 등,4.0
남,30.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,7.0,4.0,0.0,신풍신천 바다목장길,자가용,5.0
남,30.0,2.0,1.0,1.0,3.0,1.0,4.0,4.0,3.0,3.0,4.0,맛모아식당,자가용,5.0
남,30.0,2.0,6.0,1.0,2.0,1.0,2.0,6.0,4.0,2.0,2.0,목장카페 밭디,자가용,5.0
여,30.0,2.0,2.0,6.0,7.0,7.0,4.0,1.0,5.0,9.0,1.0,돈내코유원지,자가용,4.0
여,40.0,3.0,4.0,2.0,5.0,5.0,5.0,5.0,6.0,3.0,3.0,울산공항,대중교통 등,5.0
여,20.0,7.0,1.0,6.0,4.0,1.0,4.0,4.0,5.0,3.0,1.0,카페노티드 제주애월,대중교통 등,5.0
여,50.0,1.0,5.0,4.0,5.0,3.0,4.0,2.0,3.0,3.0,2.0,금호리조트,대중교통 등,5.0
남,20.0,1.0,1.0,4.0,1.0,1.0,1.0,7.0,1.0,7.0,8.0,맥도날드 제주중문DT점,대중교통 등,5.0
남,20.0,3.0,1.0,2.0,3.0,2.0,3.0,1.0,7.0,3.0,1.0,제주김만복 본점,대중교통 등,2.0
남,20.0,2.0,2.0,1.0,3.0,6.0,6.0,2.0,6.0,9.0,3.0,제주바다마루펜션,대중교통 등,4.0
여,40.0,4.0,1.0,4.0,3.0,3.0,4.0,6.0,6.0,3.0,1.0,모래위의발자국,자가용,4.0
여,30.0,1.0,3.0,6.0,4.0,1.0,1.0,7.0,7.0,1.0,7.0,검멀레해변,자가용,4.0
여,30.0,5.0,2.0,3.0,4.0,4.0,4.0,3.0,5.0,9.0,5.0,효섬마을초가집,자가용,4.0
여,20.0,2.0,1.0,1.0,2.0,6.0,4.0,5.0,2.0,9.0,1.0,판포포구,자가용,4.0
남,30.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,제주국제공항,자가용,5.0
남,30.0,2.0,5.0,1.0,4.0,4.0,1.0,2.0,3.0,3.0,1.0,통영항여객선터미널,자가용,5.0
남,30.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,호텔올거제,자가용,4.0
여,30.0,4.0,1.0,3.0,1.0,1.0,3.0,1.0,7.0,3.0,1.0,제주국제공항 렌터카하우스,자가용,5.0
